,event_id,datetime,location,latitude,longitude,depth,magnitude,significance,alert,url,eventtype,country
724,us6000misz,2024-03-14 09:37:51.885,"71 km ENE of Mutsu, Japan",41.4598,142.0446,63.273,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000misz,earthquake,JPN
725,us6000mitx,2024-03-14 14:22:31.146,"105 km SSW of Honchō, Japan",41.2174,142.5578,58.558,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mitx,earthquake,JPN
726,us6000miuf,2024-03-14 15:14:35.698,"22 km ENE of Iwaki, Japan",37.096,141.1294,44.0,5.6,504,green,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miuf,earthquake,JPN
727,us6000mizz,2024-03-15 06:31:01.820,"168 km E of Noda, Japan",40.4117,143.7547,24.888,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mizz,earthquake,JPN
728,us6000mj1l,2024-03-15 10:32:50.057,"49 km E of Tatsugō, Japan",28.4207,130.1017,20.0,5.6,483,green,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj1l,earthquake,JPN
729,us6000mj1p,2024-03-15 11:03:59.654,"48 km E of Tatsugō, Japan",28.441,130.0943,10.0,5.0,385,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj1p,earthquake,JPN
730,us6000mk1w,2024-03-15 16:10:23.300,"36 km ENE of Tatsugō, Japan",28.6071,129.9247,39.852,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk1w,earthquake,JPN
731,us6000mk1y,2024-03-15 18:37:37.552,Mariana Islands region,21.5482,143.1655,271.685,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk1y,earthquake,JPN
732,us6000mja7,2024-03-16 13:46:31.991,"Maug Islands region, Northern Mariana Islands",20.2311,145.3321,8.033,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mja7,earthquake,JPN
733,us6000mk81,2024-03-16 18:14:25.654,Mariana Islands region,21.7178,142.9586,313.314,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk81,earthquake,JPN
734,us6000mjbp,2024-03-16 21:17:04.733,"45 km ESE of Tomioka, Japan",37.1351,141.4676,47.649,5.3,439,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjbp,earthquake,JPN
735,us6000mka4,2024-03-17 00:48:34.758,"44 km ENE of Mutsu, Japan",41.3945,141.7347,72.586,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mka4,earthquake,JPN
736,us6000mjgu,2024-03-17 17:25:18.296,"17 km E of Tomioka, Japan",37.3231,141.2082,59.382,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjgu,earthquake,JPN
737,us6000mjh3,2024-03-17 18:50:20.306,"5 km SW of Yachimata, Japan",35.6172,140.27,51.09,4.2,273,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjh3,earthquake,JPN
738,us6000mjht,2024-03-17 22:51:35.383,"Izu Islands, Japan region",29.9715,137.5788,496.406,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjht,earthquake,JPN
739,us6000mkhm,2024-03-18 09:49:27.634,"5 km SSE of Yotsukaidō, Japan",35.6069,140.1978,65.803,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkhm,earthquake,JPN
740,us6000mjkb,2024-03-18 11:04:37.452,"Volcano Islands, Japan region",24.2215,142.777,10.0,5.3,432,green,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjkb,earthquake,JPN
741,us6000mkhk,2024-03-18 14:32:32.616,"Volcano Islands, Japan region",24.2597,142.5646,35.222,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkhk,earthquake,JPN
742,us6000mjl9,2024-03-18 16:12:34.179,"15 km NW of Ibusuki, Japan",31.3103,130.517,129.261,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjl9,earthquake,JPN
743,us6000mjm8,2024-03-18 17:46:29.621,"132 km SSE of Kuril’sk, Russia",44.1055,148.4557,35.0,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjm8,earthquake,JPN
744,us6000mjpp,2024-03-19 01:15:07.244,"67 km SSE of Hiroo, Japan",41.7456,143.6763,45.182,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjpp,earthquake,JPN
745,us6000mkiy,2024-03-19 03:41:34.192,"Volcano Islands, Japan region",23.6662,142.3378,69.102,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkiy,earthquake,JPN
746,us7000m7xu,2024-03-20 02:11:25.648,"Volcano Islands, Japan region",24.2759,142.4077,51.69,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m7xu,earthquake,JPN
747,us7000m7xi,2024-03-20 10:47:47.570,"Volcano Islands, Japan region",24.1234,142.7803,10.0,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m7xi,earthquake,JPN
748,us7000m7xm,2024-03-20 16:26:16.704,"Bonin Islands, Japan region",27.5775,139.9236,480.515,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m7xm,earthquake,JPN
749,us6000mk4v,2024-03-21 00:08:03.187,"4 km E of Kasukabe, Japan",35.9877,139.7988,48.343,5.2,448,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk4v,earthquake,JPN
750,us7000m83r,2024-03-21 07:02:49.517,"Izu Islands, Japan region",29.298,142.267,10.0,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m83r,earthquake,JPN
751,us6000mkfa,2024-03-22 05:44:02.424,"42 km NNE of Kuji, Japan",40.5189,142.0239,57.73,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkfa,earthquake,JPN
752,us6000mkk5,2024-03-22 17:56:03.381,"60 km ENE of Anamizu, Japan",37.5036,137.4901,7.199,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkk5,earthquake,JPN
753,us7000m89u,2024-03-22 22:01:40.963,"Volcano Islands, Japan region",22.2389,143.7352,107.273,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m89u,earthquake,JPN
754,us6000mkmf,2024-03-22 23:31:50.394,"3 km E of Gifu-shi, Japan",35.4252,136.7998,42.435,4.5,315,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkmf,earthquake,JPN
755,us6000mkv8,2024-03-23 23:30:16.081,"Bonin Islands, Japan region",27.213,140.2038,467.009,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkv8,earthquake,JPN
756,us7000m8jn,2024-03-24 00:40:25.316,Mariana Islands region,20.8673,143.3775,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8jn,earthquake,JPN
757,us7000m85k,2024-03-26 21:06:05.894,"9 km ESE of Tōgane, Japan",35.5045,140.4575,40.42,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m85k,earthquake,JPN
758,us7000m87m,2024-03-27 04:15:27.085,"204 km SSE of Shimoda, Japan",33.0523,139.9921,141.426,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m87m,earthquake,JPN
759,us7000m88k,2024-03-27 09:12:15.494,"140 km SSE of Kuril’sk, Russia",44.1272,148.7398,41.307,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m88k,earthquake,JPN
760,us7000m9ne,2024-03-27 20:30:45.439,"Volcano Islands, Japan region",25.781,142.2884,33.96,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9ne,earthquake,JPN
761,us7000ma80,2024-03-31 10:21:20.295,"Izu Islands, Japan region",29.8582,138.8392,412.88,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma80,earthquake,JPN
762,us6000mgfz,2024-03-03 09:24:29.299,"134 km W of Aykol, China",41.1319,78.5586,10.742,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgfz,earthquake,KAZ
763,us6000mgkx,2024-03-04 03:50:32.317,"84 km ENE of Aksu, China",41.5921,81.1299,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgkx,earthquake,KAZ
764,us6000mglm,2024-03-04 06:22:06.861,"25 km NW of Cholpon-Ata, Kyrgyzstan",42.8408,76.9085,24.44,5.3,540,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mglm,earthquake,KAZ
765,us6000mglt,2024-03-04 06:45:23.335,"146 km S of Kyzyl-Suu, Kyrgyzstan",41.0298,78.1726,10.0,3.7,211,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mglt,earthquake,KAZ
766,us6000mgm0,2024-03-04 07:54:31.567,"130 km W of Aykol, China",41.1784,78.6057,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgm0,earthquake,KAZ
767,us7000m3lf,2024-03-06 00:09:59.584,"125 km WNW of Aykol, China",41.2949,78.7131,10.0,4.7,346,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3lf,earthquake,KAZ
768,us7000m4e5,2024-03-09 12:35:43.089,"116 km WNW of Aykol, China",41.2434,78.8037,8.322,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4e5,earthquake,KAZ
769,us7000m4nk,2024-03-11 13:35:10.905,"142 km W of Aykol, China",41.0948,78.4459,4.346,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4nk,earthquake,KAZ
770,us6000misv,2024-03-14 08:36:22.421,"48 km WNW of Kuqa, China",41.9547,82.4378,10.0,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000misv,earthquake,KAZ
771,us6000mizb,2024-03-15 02:47:15.531,"117 km SSE of Kyzyl-Suu, Kyrgyzstan",41.3202,78.351,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mizb,earthquake,KAZ
772,us6000mj59,2024-03-15 19:49:10.816,"95 km ENE of Kuqa, China",42.0295,84.0078,17.504,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj59,earthquake,KAZ
773,us6000mjfj,2024-03-17 12:31:24.716,"33 km NE of Listvyanskiy, Russia",54.6535,83.8553,11.482,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjfj,earthquake,KAZ
774,us6000mkle,2024-03-22 21:03:04.268,"128 km WNW of Aykol, China",41.1998,78.6415,10.0,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkle,earthquake,KAZ
775,us6000mkmt,2024-03-23 01:41:15.561,"128 km SSE of Kyzyl-Suu, Kyrgyzstan",41.2292,78.4348,10.0,4.9,370,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkmt,earthquake,KAZ
776,us6000mknb,2024-03-23 03:45:31.393,"131 km SSE of Kyzyl-Suu, Kyrgyzstan",41.1972,78.397,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mknb,earthquake,KAZ
777,us6000mgfz,2024-03-03 09:24:29.299,"134 km W of Aykol, China",41.1319,78.5586,10.742,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgfz,earthquake,KGZ
778,us6000mglm,2024-03-04 06:22:06.861,"25 km NW of Cholpon-Ata, Kyrgyzstan",42.8408,76.9085,24.44,5.3,540,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mglm,earthquake,KGZ
779,us6000mglt,2024-03-04 06:45:23.335,"146 km S of Kyzyl-Suu, Kyrgyzstan",41.0298,78.1726,10.0,3.7,211,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mglt,earthquake,KGZ
780,us6000mgm0,2024-03-04 07:54:31.567,"130 km W of Aykol, China",41.1784,78.6057,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgm0,earthquake,KGZ
781,us7000m3lf,2024-03-06 00:09:59.584,"125 km WNW of Aykol, China",41.2949,78.7131,10.0,4.7,346,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3lf,earthquake,KGZ
782,us7000m3qu,2024-03-06 17:37:46.115,"71 km NE of Kashgar, China",39.9107,76.5903,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3qu,earthquake,KGZ
783,us7000m4e5,2024-03-09 12:35:43.089,"116 km WNW of Aykol, China",41.2434,78.8037,8.322,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4e5,earthquake,KGZ
784,us7000m4nk,2024-03-11 13:35:10.905,"142 km W of Aykol, China",41.0948,78.4459,4.346,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4nk,earthquake,KGZ
785,us6000mizb,2024-03-15 02:47:15.531,"117 km SSE of Kyzyl-Suu, Kyrgyzstan",41.3202,78.351,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mizb,earthquake,KGZ
786,us6000mkeg,2024-03-22 03:47:05.088,"28 km ENE of Karakenja, Tajikistan",39.3587,71.8155,10.0,5.1,401,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkeg,earthquake,KGZ
787,us6000mkle,2024-03-22 21:03:04.268,"128 km WNW of Aykol, China",41.1998,78.6415,10.0,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkle,earthquake,KGZ
788,us6000mkmt,2024-03-23 01:41:15.561,"128 km SSE of Kyzyl-Suu, Kyrgyzstan",41.2292,78.4348,10.0,4.9,370,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mkmt,earthquake,KGZ
789,us6000mknb,2024-03-23 03:45:31.393,"131 km SSE of Kyzyl-Suu, Kyrgyzstan",41.1972,78.397,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mknb,earthquake,KGZ
790,us7000m8l0,2024-03-25 01:05:37.573,"23 km S of Xuân Mai, Vietnam",20.6896,105.6241,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8l0,earthquake,LAO
791,us6000mj5v,2024-03-15 20:17:47.095,"41 km ENE of Al Hoceïma, Morocco",35.455,-3.5563,11.665,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj5v,earthquake,MAR
792,tx2024egaq,2024-03-01 05:15:22.306,"54 km NW of Toyah, Texas",31.668,-104.188,6.0999,3.3,168,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024egaq,earthquake,MEX
793,tx2024ejzm,2024-03-03 09:15:23.955,"37 km NNW of Toyah, Texas",31.611,-103.99,8.4454,3.9,235,green,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ejzm,earthquake,MEX
794,tx2024ejzn,2024-03-03 09:15:53.133,"36 km NNW of Toyah, Texas",31.607,-103.978,6.51,3.5,188,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ejzn,earthquake,MEX
795,tx2024ejzv,2024-03-03 09:20:53.533,"38 km NNW of Toyah, Texas",31.614,-103.995,8.3685,3.2,158,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ejzv,earthquake,MEX
796,tx2024ekak,2024-03-03 09:36:26.403,"37 km WSW of Mentone, Texas",31.618,-103.986,6.933,3.3,168,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ekak,earthquake,MEX
797,us7000m9cb,2024-03-03 16:46:38.608,"12 km WNW of Siltepec, Mexico",15.6014,-92.4277,180.98,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9cb,earthquake,MEX
798,us6000mgku,2024-03-04 03:44:41.945,"3 km E of Lomas de Chapultepec, Mexico",16.7174,-99.5785,21.468,4.2,272,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgku,earthquake,MEX
799,us6000mgld,2024-03-04 05:51:22.767,"1 km NE of San Lorenzo, Mexico",16.4053,-97.8596,35.0,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgld,earthquake,MEX
800,tx2024emkj,2024-03-04 17:01:51.160,"12 km N of Coyanosa, Texas",31.353,-103.055,3.4338,3.1,148,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024emkj,earthquake,MEX
801,tx2024emvg,2024-03-04 22:31:07.388,"54 km S of Whites City, New Mexico",31.682,-104.401,6.2024,3.3,168,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024emvg,earthquake,MEX
802,us7000m46i,2024-03-04 23:26:33.592,"122 km SSW of La Esperanza (El Zapotal), Mexico",14.4085,-93.5527,35.0,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m46i,earthquake,MEX
803,tx2024enni,2024-03-05 07:37:56.969,"37 km SSW of Los Ybanez, Texas",32.427,-102.113,6.2744,3.8,227,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024enni,earthquake,MEX
804,us7000m437,2024-03-08 08:54:18.859,"15 km S of Atoka, New Mexico",32.6265,-104.4006,5.0,3.0,139,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m437,earthquake,MEX
805,ci40687864,2024-03-16 02:25:15.640,"67 km S of Maneadero, B.C., MX",31.117,-116.6686667,5.74,3.3,168,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40687864,earthquake,MEX
806,us6000mjwg,2024-03-20 04:49:58.517,"11 km WNW of Donaji, Mexico",17.2603,-95.1577,124.633,4.8,355,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjwg,earthquake,MEX
807,ci40517199,2024-03-20 16:38:23.420,"93 km SSW of Alberto Oviedo Mota, B.C., MX",31.4126667,-115.3838333,5.77,3.57,196,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40517199,earthquake,MEX
808,us6000mk43,2024-03-20 21:08:12.943,"85 km ENE of Loreto, Mexico",26.3997,-110.604,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk43,earthquake,MEX
809,us6000mk49,2024-03-20 21:24:35.902,"7 km SSE of San Miguel Tenango, Mexico",16.2062,-95.5586,41.505,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk49,earthquake,MEX
810,ci40520959,2024-03-21 17:46:39.630,"73 km S of Maneadero, B.C., MX",31.0608333,-116.6415,11.63,3.1,148,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40520959,earthquake,MEX
811,tx2024fukh,2024-03-23 07:36:02.710,"19 km NW of Stanton, Texas",32.262,-101.931,6.3232,3.0,138,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024fukh,earthquake,MEX
812,us7000m8pd,2024-03-29 02:34:58.533,"52 km E of Ascención, Mexico",31.0767,-107.436,10.0,3.4,178,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8pd,earthquake,MEX
813,us7000m3w7,2024-03-07 15:47:41.746,"42 km S of Pathein, Myanmar",16.4052,94.6639,33.759,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3w7,earthquake,MMR
814,us7000m413,2024-03-07 22:58:24.456,"48 km S of Mawlaik, Myanmar",23.2072,94.4293,101.657,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m413,earthquake,MMR
815,us7000m42z,2024-03-08 07:37:33.068,"172 km SE of Port Blair, India",10.504,93.8051,165.285,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42z,earthquake,MMR
816,us6000mj44,2024-03-11 17:07:19.912,"254 km SSE of Port Blair, India",9.5188,93.5747,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj44,earthquake,MMR
817,us6000mjm1,2024-03-12 18:02:09.118,"227 km ESE of Port Blair, India",11.2654,94.7931,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjm1,earthquake,MMR
818,us6000mjsp,2024-03-13 08:20:56.953,"54 km WNW of Mawlaik, Myanmar",23.8285,93.9123,82.647,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjsp,earthquake,MMR
819,us6000misc,2024-03-14 06:13:01.910,"264 km E of Port Blair, India",11.2699,95.1326,10.0,4.8,354,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000misc,earthquake,MMR
820,us6000mk21,2024-03-15 19:26:08.490,"227 km N of Bamboo Flat, India",13.7525,92.896,22.068,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk21,earthquake,MMR
821,us6000mirj,2024-03-14 03:06:47.902,"23 km ENE of Bileća, Bosnia and Herzegovina",42.9571,18.6952,17.448,5.4,664,green,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mirj,earthquake,MNE
822,us6000mgcu,2024-03-02 21:07:45.614,"94 km WSW of Tsetserleg, Mongolia",47.0994,100.3337,10.0,4.3,285,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgcu,earthquake,MNG
823,us6000mky9,2024-03-24 09:45:02.530,"137 km SSW of Bayanhongor, Mongolia",45.0691,99.972,10.0,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mky9,earthquake,MNG
824,us7000m3qb,2024-03-01 19:15:34.553,"Maug Islands region, Northern Mariana Islands",20.0412,145.2179,10.0,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3qb,earthquake,MNP
825,us7000m46p,2024-03-04 13:32:42.215,"Maug Islands region, Northern Mariana Islands",20.1953,145.6697,10.0,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m46p,earthquake,MNP
826,us6000mify,2024-03-06 05:18:34.896,"Maug Islands region, Northern Mariana Islands",20.0127,145.2816,10.617,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mify,earthquake,MNP
827,us6000min1,2024-03-07 12:24:27.718,"18 km WNW of San Jose Village, Northern Mariana Islands",15.0375,145.4669,226.049,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000min1,earthquake,MNP
828,us6000miv8,2024-03-08 13:56:49.201,"Pagan region, Northern Mariana Islands",18.3901,145.2652,431.748,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miv8,earthquake,MNP
829,us6000mj14,2024-03-09 10:25:55.753,"Maug Islands region, Northern Mariana Islands",20.2002,145.6742,10.0,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj14,earthquake,MNP
830,us6000mj13,2024-03-09 15:37:46.051,"Maug Islands region, Northern Mariana Islands",19.0936,145.6841,111.506,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj13,earthquake,MNP
831,us6000mj16,2024-03-09 16:59:19.948,"219 km N of Saipan, Northern Mariana Islands",17.1792,146.0266,22.63,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj16,earthquake,MNP
832,us6000mjlk,2024-03-12 02:18:27.453,"Maug Islands region, Northern Mariana Islands",20.2659,145.439,10.0,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjlk,earthquake,MNP
833,us6000mjta,2024-03-13 16:50:22.212,"Pagan region, Northern Mariana Islands",18.6103,145.4514,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjta,earthquake,MNP
834,us6000mjte,2024-03-13 23:14:17.788,"Pagan region, Northern Mariana Islands",18.4449,145.57,197.073,4.3,284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjte,earthquake,MNP
835,us6000mk1g,2024-03-15 07:14:59.022,"Maug Islands region, Northern Mariana Islands",20.143,145.4953,10.0,3.8,222,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk1g,earthquake,MNP
836,us6000mk7q,2024-03-16 09:26:06.609,"Pagan region, Northern Mariana Islands",18.784,145.5081,133.213,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mk7q,earthquake,MNP
837,us6000mja7,2024-03-16 13:46:31.991,"Maug Islands region, Northern Mariana Islands",20.2311,145.3321,8.033,4.7,340,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mja7,earthquake,MNP
838,us6000mjgw,2024-03-17 17:30:36.454,"Pagan region, Northern Mariana Islands",18.0083,145.6043,262.069,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjgw,earthquake,MNP
839,us7000m7xq,2024-03-20 19:48:03.726,"Pagan region, Northern Mariana Islands",18.6389,145.4895,153.476,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m7xq,earthquake,MNP
840,us7000m83i,2024-03-21 06:09:42.894,"89 km NNW of Saipan, Northern Mariana Islands",15.9553,145.4247,389.012,3.8,222,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m83i,earthquake,MNP
841,us7000m840,2024-03-21 22:26:59.464,"Maug Islands region, Northern Mariana Islands",20.1318,145.2494,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m840,earthquake,MNP
842,us7000m8kc,2024-03-24 14:01:12.642,"Pagan region, Northern Mariana Islands",18.9962,145.5299,129.391,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8kc,earthquake,MNP
843,us7000m8kb,2024-03-24 18:12:46.586,"208 km N of Saipan, Northern Mariana Islands",17.0918,145.8747,10.616,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8kb,earthquake,MNP
844,us7000m8ld,2024-03-25 15:36:46.978,"Alamagan region, Northern Mariana Islands",17.9816,145.4094,201.486,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8ld,earthquake,MNP
845,us7000m8lq,2024-03-25 20:11:45.484,"Pagan region, Northern Mariana Islands",18.655,145.4545,201.153,4.0,246,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8lq,earthquake,MNP
846,us7000m9dm,2024-03-26 19:15:33.239,"Maug Islands region, Northern Mariana Islands",19.3931,145.2632,205.033,3.9,234,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9dm,earthquake,MNP
847,us7000m8l8,2024-03-25 12:37:09.545,"57 km WSW of Poso, Indonesia",-1.5997,120.2723,47.111,4.1,259,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m8l8,earthquake,MYS
848,us7000m4mh,2024-03-11 05:46:43.162,"73 km SW of San Juan del Sur, Nicaragua",10.7894,-86.3503,35.0,4.6,326,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4mh,earthquake,NIC
849,us6000mjct,2024-03-17 00:44:02.874,"45 km SSW of Jiquilillo, Nicaragua",12.3779,-87.6478,48.0,5.6,487,green,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjct,earthquake,NIC
850,us6000mje0,2024-03-17 04:03:20.864,"46 km SSW of Jiquilillo, Nicaragua",12.3675,-87.6465,68.481,4.9,371,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mje0,earthquake,NIC
851,us6000mjef,2024-03-17 07:11:05.950,"35 km SSW of Jiquilillo, Nicaragua",12.4653,-87.6106,63.847,4.3,285,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjef,earthquake,NIC
852,us7000ma7p,2024-03-31 03:50:40.566,"65 km NW of Tamarindo, Costa Rica",10.7141,-86.2621,48.658,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ma7p,earthquake,NIC
853,us7000m3mf,2024-03-06 04:25:08.225,"50 km WNW of Burang, China",30.4045,80.6613,10.0,4.2,271,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3mf,earthquake,NPL
854,us7000m3pa,2024-03-01 00:44:00.786,Kermadec Islands region,-31.0233,-177.2605,10.0,4.5,312,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3pa,earthquake,NZL
855,us7000m3pc,2024-03-01 01:27:00.090,West Chile Rise,-44.5519,-81.5831,10.0,4.4,298,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3pc,earthquake,NZL
